documento_anon,cargo,funcion,edad,antiguedad,salario_total
5dafd79dc285e7082f80e23e4842e42bdfc4cb52483c9a80caef9a463a2edf32,DOCENTE MÉDICO I,JEFE DE SALA,35.0,7,6945000
5db2f048fa5933a7ecf6bed3a31e0d4499e08ba58ebeeca6231e482b5e7b7d6e,AUXILIAR DE ENSENANZA II,AUXILIAR DE ENSENANZA II,32.0,1,1255979
5db35a299c3052b20f9ef18fec4d3cbac3569b8e84be009ec9cbb1d6844cf529,AUXILIAR DE SERVICIOS GENERALES,AUXILIAR DE SERVICIOS GENERALES,26.0,2,3542709
5db83398372e97db531536e9ab4d57f5368eff22489f1a243b1539496bb463c1,PROFESOR,TITULAR - INDUSTRIAL  - TECNOLOGIA MECANICA SEMESTRE 5º,56.0,3,2064806
5dbdffe029e78e9d20063f539cc6773be807d82bd289619db4a046b2ff638d66,PROFESOR TITULAR,PROFESOR TITULAR,51.0,18,9886596
5dc0e61b26c3aea2fa4bffe2fde5163ddaf1138bf722c86c359da3f92fb3086e,PROFESIONAL,PROFESIONAL,35.0,9,3500000
5dc2912f84faa196b61911d5d5157e9b4a88873b8e62315f7b5542cf880b18e8,PROFESOR,PROFESOR,54.0,1,5249731
5dc30a1adf9c2d7092ae8644c4be464b60ea1ab63d4e5915476f765badc5bea0,DIRECTOR,DIRECTOR,34.0,2,10848300
5dc3d4251b397289c6b8d2b6d01f29db1f06c921b8b501406adc046fcabf92f8,PROFESOR,PROFESOR - COMPLEMENTARIA - SEGURIDAD EN EL TRABAJO - COMPLE,49.0,1,985943
5dc8919fdbf56f8571f22edc045c90904528f25552cadd584ff6503241940251,AUXILIAR ADMINISTRATIVO III,AUXILIAR DE SECRETARIA,30.0,11,3773809
5dcf13967d83eb4d4a563533c86b3ea5bafd9a4d4e97c787349df702a387a40e,PROFESOR,PROFESOR,57.0,3,985943
5dd39128dd670d4ad34e0aa169e5cf49717d8474638259e902f4fefd1cadb703,TECNICO I,TECNICO I,56.0,29,5980831
5dd68c931c682be579e76d0fd18949056efae9001127595dd25f4b3221638ab8,PERSONAL DE SERVICIO,LIMPIADOR/A,46.0,21,4966000
5dda4eacd32a4b91ace72637dc0c6219a95913b4b5a51e00ca131145b3877c36,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,41.0,4,1294822
5de1f27353190654dad889d8859ceb45e813b71fbccd79040f2aa49984039843,AUXILIAR ADMINISTRATIVO II,AUXILIAR ADMINISTRATIVO II,32.0,8,4842678
5de71278832e7d3fbe1afcb75dd7a2894d4d8730661bd753e695973a45264b39,PROFESIONAL,ASISTENTE DE CONTABILIDAD,37.0,1,4560000
5de8a87428a7fc0ef0d64db8965a5391e76c25552bfdadb712d1f0c44928d486,ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA - FISICA I (PLAN 2018) (IQ) - 2DO. SEMESTRE 2025,33.0,5,6420053
5deb37c49677766a5d4fb8ee4e67ff70fdf22eeec18590a0b786ab5fb1957be5,TECNICO EN ENFERM- NIVEL 1,TECNICO EN ENFERMERIA,31.0,7,5015500
5ded95a1dfbfa36867ef83f6d16ea59222a684b98469566147a0b0d8552263db,PROFESIONAL DE SALUD,ENFERMERO/A ASISTENCIAL,33.0,2,3600000
5def1fb81bf21b6602752745a4d6eb542416ee4358ab73b3d3be1dc709ca7151,PROFESOR,PROFESOR,44.0,2026,985943
5df165b0b81e1192da779a43069cb45c48b803a90d7207e0f4233fd22f92e227,PROFESOR,DOCENTE INSTRUCTOR ACADEMIA CISCO - CORRESPONDIENTE AL MES DE OCTUBRE,49.0,1,1800000
5df3a8ad61dcf2f30a593270f50a509c9270396ed6a2cbd1ea57684b933ab9f2,DOCENTE TECNICO I,DOCENTE TECNICO I,39.0,13,5666452
5df830ab50c5a1e3f8d74ee3e629f5a3faa1f47ca076b0921f3ded714455fd60,PROFESOR,PROFESOR,52.0,12,985943
5dfde98a7bb4a88279f8f352771afb8984cf7cf3b0ea40fe55b8cc44b3432a06,TECNICO II,TECNICO II,35.0,2026,4507923
5e04aafd690dcf3bb63413790c782cbc2d27a8d1c018589b390987817eb36d6b,DOCENTE TECNICO II,DOCENTE TECNICO,44.0,19,6044473
5e05864e60068826812aa7e603b88bc3a2a01763faeeb828af28baa192c7f0cb,PROFESIONAL,PROFESIONAL,33.0,5,4036818
5e1af312022dec57f19e8d130d590a7849447b0534759503c59e211d29c848d7,AUXILIAR DE LA ENSEÑANZA II,AUXILIAR DE LA ENSEÑANZA II,40.0,3,2957829
5e2074956ba7305e6ebcf2d935668066f454a6fca0405eb931bb05b594ab2820,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,49.0,17,6435500
5e211aa98408efc9bf10a45486741fbf34905fe3613745d8250e47ffe6dc7ce0,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,39.0,11,1294822
5e2500d1ee08f3ca9345108db1c6f41acb1e61f71e583094de65475a931a688b,DOCENTE MÉDICO III,MEDICO RESIDENTE 2,31.0,2,5807958
5e270c85a1c46c42861657cf1703e1f24b470e9d295ed9df8ec2ed81ed644a05,DOCENTE MÉDICO II,MEDICO ESPECIALISTA,44.0,16,10410000
5e2d0c4ca026874d88bdb0a167ee977eec05e3ee45b7238521b122ebd64fdd0a,DOCENTE ENCARGADO DE CATEDRA,,56.0,2026,2511958
5e2e11147136337b6ec80cab4598591d2a8609b3c6f791a4047257468df7f8c0,DOCENTE TECNICO I,DOCENTE TECNICO I,45.0,4,5666452
5e344cc05446ea752be276d2ba110d973c66c9876d0d7b58d23cb387631e6301,PROFESIONAL DE LA SALUD,KINESIOLOGO/A,57.0,28,6770000
5e40afb434e3a4de0327fe1ab79b76bacb1d10121340a9adcf9e18abb722f5c5,PROFESIONAL II,,39.0,2026,5674490
5e4401d96bd0a0917aabcee527ca9c8cb7e8c4ef6d15cf6222cb4358d7318d86,TECNICO I,LIMPIADORA,66.0,30,4887597
5e44fdd8ceecb7f57807dcaf7728c41bc7578b842b51d78e0c09772b3863d361,DOCENTE TECNICO I,BIOQUIMICO/A,35.0,9,6176452
5e47df5a4725ef44a3f28072532fd97e3a518eb0aaa7f02c7eedac32e800af4f,DIRECTOR GENERAL,DIRECTOR GENERAL,48.0,20,31141953
5e4a8e976419516eded7d346563b5e8056ed09058b2452995dfa024ca588bc8a,PERSONAL DE SERVICIO II,GUARDIA DE SEGURIDAD,58.0,14,3608309
5e4c737b8725958feb0e01bff5f3a94497bc59cc1312173090f286117316be88,PROFESIONAL I,PROFESIONAL I,37.0,3,8259336
5e4d4b1f8b9f0c6950a7451bc2978e0a4ba97b2d180a7e2f9598775eef48eb16,AUXILIAR DE ENSEÑANZA III,ENCARGADO DE CATEDRA,45.0,4,677796
5e53831a838a29c7010aaddd2ac2f214691e95d806139166ef68d951b94271e9,DOCENTE MÉDICO II,MEDICO JEFE DE GUARDIA,46.0,17,20310000
5e548316747b726f9c991a9aff52d0a16a6df4d0f62f728ced9a644d56348fe7,PROFESIONAL DE LA SALUD TS,COORDINADOR/A,55.0,26,7205000
5e5d38a0d3bd7405cce084301dc764ab9b898366d016668fa4dd3e660c489dfe,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,58.0,15,1294822
5e64e75ea417bbc2dbaa8d038eafd535f827c1e4a1d975e51ffe509a1fd3bd54,TECNICO I,AUXILIAR ADMINISTRATIVO,52.0,19,6021425
5e65dc247218f3c989f88d436b18927f4a5028d3259e38a21dfc9eb0c545413d,OBSTETRA,OBSTETRA,46.0,14,6435500
5e699ebaca1474e34fcd3d8e499a2d4617a8edb5724387ad1e705ab193f00497,PROFESOR,ENCARGADO DE CATEDRA,46.0,2026,985944
5e6cb218f502f99be2f0a1ac23eb280e0e71deb9d695fcecb73f44dca2903026,PROFESOR,PROFESOR,54.0,1,1255979
5e72819fdece1cb0e3ed120696fd337637a600458c97c54e3fa63eab39315a26,PROFESOR,TITULAR - ELECTROMECANICA  - MECANICA DE FLUIDOS SEMESTRE 5º,59.0,5,2064806
5e754e3deff4ffa204e125b9ee9040655ccaa8b0facf15e186823d9fbf15fe24,DOCENTE MÉDICO II,INSTRUCTOR,52.0,14,6175500
5e76275c1e2ebeaca14714961fdfe0e059eca312b82dc63723c49d6cf28937a1,ASISTENTE DE ENFERMERIA,ASISTENTE DE ENFERMERIA,50.0,25,4635000
5e7aa90dc4671c7cfa15f461ef85ce67ea39e41a168aaedd6db32d764bb6e1b5,PROFESOR ASISTENTE,PROFESOR ASISTENTE,58.0,2026,4617134
5e7c47f92b01e5507604379ea98f4c22e6307a901abb5e575279cdc4da16a3ca,COORD. DE GESTION ACADEMICA,COORD. DE GESTION ACADEMICA,38.0,13,10227482
5e7d674d2d9b304577061b0cef2dd9d8a50ed6ea9e9b11f27e44e370c6c8f4cd,PROFESOR,PROFESOR,41.0,14,1569450
5e7e01d208944302f2ea7505cde5b2fdbf9d1cbd3536f484f273b449c645897e,AUXILIAR DE ENSEÑANZA III,AUXILIAR DE ENSEÑANZA III,42.0,1,863435
5e81264e8a839eef2eec3583720033d9adf9ccd095f7487814a5c8661425ec43,DIDCOM,DIDCOM,51.0,19,12583529
5e883967712f912c9500b1beca1a5f7a4ca3902ec7a5e97c929b727e5c9853a6,AUXILIAR DE ENSEÑANZA III,ENCARGADO DE CATEDRA,65.0,25,6166318
5e88524d3dae1596b7e0f71d5cb8cac563178e92faa1f8552ccaa9d99d7772cd,PERSONAL DE SERVICIO ESPECIFIC,PINTOR,61.0,42,5160000
5e8ada88b5535e591abc16633e6d338e17fff451129847c1272c520b86fb5666,AUX. DE LA ENSEÑANZA IV,AUXILIAR DE ENSEÑANZA - DPTO. MECANICA Y ELECTROMECANICA - ENERGIAS ALTERNATIVAS - LAB,26.0,2,442201
5e8e463fc4e0016a1003642e099cd7613e509a5aef3c24aba98dc8bcb01ee6e6,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,43.0,14,6270000
5e92275ede83d4e614322cf0efe0336ad0811c42d45420021196c92180a382de,ENFERMERIA PROFESIONAL IV,ENFERMERO/A ASISTENCIAL,47.0,19,9125500
5ea05e191dd9fb9c954206c307887211916d05f4755798a0b8b52e3590b92b0e,DOCENTE MEDICO II,MEDICO DE GUADIA,33.0,1,6010000
5eaa1d5b7228b141aeb09d6f27b9451b1db544bcc2f4f9cbe5b0a86d0a5b1cbe,DOCENTE MÉDICO II,INSTRUCTOR,45.0,19,16525500
5ead0a2b9d8917781718cd9b439faf2c67585ae9f0aeceed820f0dca4c7f8693,PROFESIONAL I,ASISTENTE DE LA FILIAL DE SAN PEDRO,42.0,21,6734400
5ead5f168e3de24d7b4f2a4ca6ddc7fdfbacc92426f63704d469c5e526f02ae1,PROFESIONAL I,DEPARTAMENTO DE ENFERMERIA,61.0,25,6531666
5eb0619943e91ea6f57fae862b840955b3925e1bc7f5a4e472b32eb111d09f94,PROFESIONAL DE SALUD,ENFERMERO/A ASISTENCIAL,25.0,2,3600000
5eb0997f097ec43e271ce070ba05d7fbcb1af66ee6fd604573536d5db5ecc49d,PERSONAL DE SERVICIOS,COORDINACION DE MANTENIMIENTO DE APOYO CLINICO,58.0,18,3844800
5eba9232c44e76dfca7f6b9efbbf202651cae3dbf9c27c285f6f62ea5eac505c,AUXILIAR DE ENSEÑANZA III,AUXILIAR DE ENSEÑANZA III,42.0,1,1726870
5ebaa6d3bb1064db14b99643c5881123433f9641eddb8ceeed638a3beffa2642,PERSONAL DE SERVICIOS I,PERSONAL DE SEGURIDAD DIRECCIÓN DE INFRAESTRUCTURA Y MANTENIMIENTO,56.0,23,4680012
5ebae7181878f25f4932b34b825e71d7c0acb9244cdf51f288be0ce4993edaf9,TECNICO I,TECNICO I,59.0,32,6706425
5ed3d6209ff789dc70ebce6374af4f690527c07ba726fe3916a2bfebca0ee6ab,AUXILIAR DE LA ENSEÑANZA II,ASIGNATURA BIOLOGIA - CURSO PROBATORIO DE INGRESO - FILIAL SAN PEDRO (SEDE GUAJAYVI),37.0,3,985944
5ed5a876437bf6612dfc24a7a354cb889636436d91398a220c6ddf6b39064e49,AUXILIAR ADMINISTRATIVO II,AUXILIAR ADMINISTRATIVO II,36.0,14,4551660
5ed7bed3ec4b001b95094ce5d110a55b96287a118df684f590bd507b49493c34,TECNICO/A EN SALUD,TECNICO/A DE LABORATORIO,37.0,16,6744822
5edad6957f74852867c3925283a6d6c2af781e904036581c5f7b95c5e3f88548,DOCENTE TECNICO I,ASISTENTE TECNICO DE PROCESAMIENTO DE DATOS - SECRETARÍA GENERAL,37.0,3,4448165
5ee9415374262f49939dca08a624177574988a0ea9bde276b72cf262ca6f348b,PROFESOR,ENCARGADO DE CATEDRA DE CÁTEDRA,44.0,4,985944
5eea07767642d033e492681f56f6a723857b2f8e4846e16a6d447e9d4070914b,DOCENTE TECNICO I,,42.0,2026,11904579
5eea5b149fd96c30422d8d02e7251987aa054a68c32f8a43cb699b98b63bf993,TECNICO I,TECNICO I,59.0,30,5980831
5eebe4e108c6ccb7db307ccf55d3407abb82c4293c9bad2773c22056f06e7037,TECNICO I,,,2026,0
5ef01062e22b92ae59d6dba3fad1785999a9d549204ffd4a11dd0ec80d359868,DOCENTE MÉDICO III,MEDICO RESIDENTE 2,28.0,2,5807958
5ef295798d99c0b7c9fd337f1c2acf76931b70d9ce21c104348b01b38b05fdee,TECNICO I,TECNICO I,35.0,2,4961425
5efbe461b1a80449e395b4a157054482121ca865e87cce72a42d61b1776df361,PERSONAL DE SERVICIOS I,PERSONAL DE SERVICIOS I,64.0,33,4892595
5f05c65793a9586a6095b461879480f0f85784f587ffca7fb65d5d435c21fc1b,PROFESIONAL I,PROFESIONAL DE BIBLIOTECA,46.0,15,5861574
5f071bdec1ed2ece4fc8e0f720691dec1a0f08cf20e320a9ebc39bbb672023d9,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,37.0,11,6601000
5f0b457dfd88de89beac769c76c241f3f289b020d2b43a25d03cf435f350a374,PROFESOR,,,2026,0
5f0e5ffef6bb4283600d6460b470e042ab5a7118d12e35fc9d0cbb039ba0bd81,DOCENTE INVESTIGADOR I,COORDINACIÓN MATEMATICA APLICADA - DEPARTAMENTO DE CIENCIAS BASICAS,39.0,11,4240968
5f14e48c3c5689f109b5c0e2678ee62b558a3d1a7b2750025b3b4451f921c288,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,41.0,10,6435500
5f15f615a1d5c3cf616f6160bbd9a6a544240af8a58d5ebccdeaf2869af87a9a,TECNICO II,DEPARTAMENTO DE ADMINISTRACIÓN DE BIENES - DIRECCIÓN DE FINANZAS,44.0,17,5388290
5f16df92edca6e01107073abe578253d3c0e02caee9429e3f258f1461e9f4f2c,AUXILIAR ADMINISTRATIVO,AUXILIAR ADMINISTRATIVO,26.0,1,2798309
5f17cb0ef8c055711e231995e4e4d022adac638eb05e26de1cc8a5877d322203,COORDINADOR DE GEST. ACADEM.,JEFE/A DE DPTO.,57.0,17,17296952
5f186cb7cc4499be4ceae8553b882eeb8a5b08c1ab55e750e25083989a237a90,ASISTENTE DE ENFERMERIA,ASISTENTE DE ENFERMERIA,34.0,11,4550500
5f1bc5389486c60ee825f4d6e1c949f69979546beecf51a1c26969053306d691,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,40.0,14,6435500
5f1c3938c33742ad526ff7eeddb2511c456f716f37ade1ef02cc7f6337f1313c,PROFESIONAL,PROFESIONAL,30.0,2026,2675000
5f1c70e2b34bf4a45bf674c80201f0dc501b42cd6dee0d577b3e13149844c105,PROFESIONAL II,DIRECCION FINANCIERA,33.0,1,4514572
5f1d1771fe2a0d0d283eb40698b51e6bd2f50264ddd5f1a0271f73631f626a64,AUXILIAR DE SERV. GRALES.,LIMPIADOR/A,67.0,2,2798309
5f1d6009dade8498b0c40e5147ae29a344c8b09a17ecd66362cfb54651aa3f41,OBSTETRA,OBSTETRA,33.0,8,6270000
5f21cb7da48a94a986d67ff0499f51ed65cb4ae173bc00baef4fbd73337d94b1,TECNICO I,ELECTRICISTA  DIRECCIÓN DE INFRAESTRUCTURA Y MANT,54.0,37,5717877
5f23d0ae715aa2f25cb64657ae55be7a981b5fe1c9efbed7d527c59050193738,ENCARGADO DE CATEDRA,,,2026,0
5f2f16aeb69c4cbc5756e6d8fa2140beb10395743bb8dc53d8ae31fb46ffb4a6,PERSONAL DE SERVICIOS I,PERSONAL DE SERVICIOS I,63.0,3,4369071
5f30007fa59390669898a28c04fc88c8c73ee420487ab159a707eee0f08a01b8,JORNALERO,MANTENIMIENTO,30.0,2,2798309
5f35e68f2a4751e43283c3b8002529874427e9debcba085683d2983924eed203,DOCENTE ENCARGADO DE CATEDRA,DOCENTE ENCARGADO DE CATEDRA,43.0,8,7874982
5f37abffa24cfe4c753be41bb154942115a6a97bf138c7a1d6df32a744bc5b3c,HORAS CATEDRAS,DOCENTE DE AULA,49.0,21,8854334
5f3891de984e4b0c94b55de8c114727c9bea610440be135bbc4acb91a450f085,DOCENTE MÉDICO III,MEDICO RESIDENTE 2,41.0,2,5807958
5f38b5e0c63e14e0f463d727d81e01b064ba4db61bbba6278f4e370b64124e04,DOCENTE TECNICO I,DOCENTE TECNICO I,46.0,15,7622431
5f46d0a939c99afabdfec45f8acc97872fcfc2afaa9310fa78d509c3b176e4c5,AUXILIAR DE LA ENSEÑANZA II,AUXILIAR DE LA ENSEÑANZA II,34.0,1,677796
5f47e39f92bd6d19cf65f79dbf996af5a31ac9f73a7cacb46fc7969b7ca9021b,AUXILIAR ADMINISTRATIVO,DIRECCION DE INVESTIGACION - AUXILIAR DEL DEPARTAMENTO DE FARMACOLOGIA,44.0,2,2843917
5f483571d11c7877569721d8c7bb9be6e0e379bc04f1ef1df85efa53ee32e40a,DOCENTE TECNICO I,DOCENTE TECNICO I,54.0,11,5666452
5f5fb43c990f3c2694142a9fe70768c4f3159e482573f3460c1949c202b2db66,DOCENTE TECNICO I,DOCENTE TECNICO I,37.0,3,6377942
5f61f7a86d3fda7ce0d0027df230f0309055d54fe5a62d216ecd6c5459f2e674,TECNICO I,TECNICO I,57.0,2026,4887597
5f6b5b77f96e2a06e176b7e39d72bf03c191e11923a88e6f3b9f22b98d12d85c,TECNICO I,TECNICO I,33.0,12,6485246
5f780c62cd5c9adca34ebc5d6508b2e9f15a6c9a77254b893c0f698e41b9c088,AUXILIAR DE SERV GRALES,AUXILIAR DE SERV GRALES,36.0,10,2798309
5f7830e292b893323121c7bab2063a074792fcef3e2afb427962ff63f9aa1613,ENFERMERIA PROFESIONAL III,ENFERMERO/A ASISTENCIAL,47.0,26,7525500
5f799ba27c8868ede3bfbd3968b07c6d459ab56a948eaad3f174533a945f8afd,AUXILIAR DE SERV GRALES 3,LIMPIADOR/A,51.0,17,3608309
5f88645ae1b6c1d9e5429aea7a4ea72f6de39fb0110cc292b3f210fb3e30204a,PROFESIONAL I,PROFESIONAL DE BIBLIOTECA,47.0,10,11282460
5f8c0e2e2cb0aff469496ee6e9090cdc5e1798b367bc4d3c1a3c7aad90cce1f1,PROFESOR ASISTENTE,PROFESOR,42.0,7,1985972
5f941cb060ee6ae6b3a5ee64c172ba528b1673874bf35206039fcf224c611dde,ASISTENTE ADMINISTRATIVO 10,AUXILIAR DE SECRETARIA,37.0,15,3608309
5f96b58f86423f50f9c0fe2916dece84443beb82a1aa7a45f96eb0eafb3599b9,AUXILIAR DE ENSEÑANZA III,AUXILIAR DE ENSEÑANZA,37.0,2026,1355592
5f9cd27b37f2ae230d2cba52180c917d87d326edb093b5a0f17d85822645c093,DOCENTE INVESTIGADOR II,INVESTIGADOR ADSCRIPTO AL LABORATORIO DE CONTROL DE PROCESOS COORDINACIÓN DE LABORATORIOS DEPARTAMENTO DE INGENIERIA INDUSTRIAL,34.0,3,14321661
5fa3d14bcc00eb1a439d579d4356e72b252c7c7fb5f4ea9fcb91525636980d95,PROFESOR,PROFESOR,33.0,2026,5500515
5fa4b4a5e92103334353de14e1c22addbe1b5793d906536d5be7e35adff11901,PROFESIONAL III,PROFESIONAL III,30.0,1,3764796
5fa61b994ccd4d46b53f7d167c50e88c252bde2f89d0d05b820f33b237a06232,AUXILIAR DE ENSEÑANZA III,ADSCRIPTA DE ODONTOLOGIA INTEGRAL PARA NIÑOS Y ADOLESCENTES DEL QUINTO AÑO (AUX. DE ENSEÑANZA),47.0,8,677796
5faa810eb7b8e2e74e807ea0b5145458d0533d55d594aab245ea3d7dcc914dfa,DOCENTE TECNICO II,DIRECCION DE POSTGRADO - COORDINADORA DEL DOCTORADO EN CIENCIAS FARMACEUTICAS Y DE LA ESPECIALIZACION EN FARMACIA CLINICA Y ATENCION FARMACEUTICA,52.0,4,12020208
5faf1760da8ffed79009fddda1f747fb19a5388f5e93aafab60d0754c7611490,PROFESIONAL I,PROFESIONAL I,52.0,16,7041000
5fb577919422bae699a337af99121ff6f828986bc079fa7300feb1c24174eeb0,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,58.0,16,1294822
5fb623e17719a2d97ff95cfa8c0337ab24d183ab852f3a5c10d58c328b88a4a1,ENFERMERIA PROFESIONAL V,ENFERMERO/A ASISTENCIAL,54.0,30,11841000
5fbd1293f42710709b60ebd97f5a1e05bec7e64462ec3db1f88edd72726cede3,DOCENTE ENCARGADO DE CATEDRA,,38.0,2026,3255278
5fbf84ff14895949e0c379f874870a04f89fc664ead0ab083fe042662b6f6d30,DOCENTE ENCARGADO DE CATEDRA,DOCENTE ENCARGADO DE CATEDRA,46.0,17,2511958
5fc3e389c934334505784fc378164a49324f9c3d3dba7a212b4ab4d463f66682,DOCENTE TECNICO I,DOCENTE TECNICO I,49.0,2026,7731734
5fc41d33afadac4e0f29f870ca529a68f5f3f3c1c90d97e7da654aa16053e34b,TECNICO I,VERIFICADOR/A,46.0,25,7592781
5fcfeafcea5b076672bdf5b972d29dd96b27e650549861bd90035d58a74f38b7,PROFESOR,PROFESOR - CURSOS BASICOS - FISICA 1 - 1º,53.0,8,4695132
5fd2c91bca11b34150d208ca86bc0df33fa410e2b112c3d9c7633b008af08749,ASISTENTE DE ENFERMERIA,ASISTENTE DE ENFERMERIA,40.0,11,4716000
5fd7bfbbef49ed5a4e0685f6136af3f7963ea2d6491c27eed1c23271cacb3e33,ENFERMERIA PROFESIONAL II,ENFERMERO/A ASISTENCIAL,47.0,17,5710000
5fdbe70c68298404953e0817f90ab700a6b244af349c7258703832ea68818eb5,COORDINADOR DE GESTION ACADEMICA,COORDINADOR DE LABORATORIO EN TECNICATURA EN PROTESIS DENTAL,43.0,15,4701093
5fdf67786b1150a658e0c18eaccfe12be2390f36346456fc05857c51935c398d,,,,2026,0
5feab9b08ff371599d86da4265e0ae4330c365b72ad5de62b4f0ebf046a6f3a2,ENFERMERIA PROFESIONAL II,ENFERMERO/A ASISTENCIAL,42.0,11,5710000
5ff172293508ac75fb14888cee46f5785e2acc65881488c319c390a912e63cf8,TECNICO EN ENFERM- NIVEL 1,TECNICO EN ENFERMERIA,43.0,7,4850000
5ff557c46c54612be68456a7109236fbd1bc7085ea127dcf8dab81721a871258,PROFESOR ASISTENTE,PROFESOR ASISTENTE,42.0,15,5997897
5ffc292e779598485bf51e345378e1969385470555746262b9574d96a167bd3b,PERSONAL DE SERVICIO,ALBAÑIL,50.0,10,4385000
6004880bb61fcdd6f44d0b24a59f577fb14318bbfd63ff7a2683b9f405a53df2,APOYO DE SALUD,LAVANDERO/A,24.0,2,2798309
600997ddaa5253e924390d85dfdb343702b2831dee4e107869cdf9c4e0e603f2,DOCENTE TECNICO II,"LABORATORIO DE CONTROL DE DROGAS Y MEDICAMENTOS, DEPENDIENTE DEL CENTRO TECNOLOGICO QUIMICO",33.0,9,6411061
6014d8ad2bf0db3387539491db7c1623c7dd8daba4c329090ee966143efc85dd,ENFERMERIA PROFESIONAL IV,ENFERMERO/A ASISTENCIAL,43.0,19,9456500
6018f78f274775578e607368443a3c088c6c658382455bc599c108625bddb5f8,PROFESOR,PROFESOR,50.0,1,22859261
6019de8873938091bfb4a0d2777c6a565352e8003b8c0396653c8906c0d4e3ff,DOCENTE TECNICO I,DOCENTE TECNICO,88.0,22,5434108
601fa8ba260d79144a040d69ae3a7b749d6a26cc7f06dff07ddae21c3999d345,TECNICO I,,,2026,0
6027e72c8bf5588f0719da74d3f0d304a63672bac07d0edffd99508eb78cd3ca,DOCENTE INVESTIGADOR II,JEFA DEL DPTO. DE BIOQUIMICA CLINICA DEPENDIENTE DE LA DIRECCION DE INVESTIGACIONES,52.0,8,9615446
6029aa40758aebe16e0fe0694570a466824af34733ebd92746cc81bcbd00f6e7,ENFERMERIA PROFESIONAL V,ENFERMERO/A ASISTENCIAL,58.0,27,11510000
602a82d21e42bdaff7d3327a5cb28bcd5aab5af14683c021910b0c49fef86e48,PROFESOR ADJUNTO,PROFESOR ADJUNTO,,1,0
602e25cb284d03cae5f26e914316af01991701f3563f2191d67aa2e2de0c5ad2,AUX. DE LA ENSEÑANZA IV,AUXILIAR DE ENSEÑANZA - CIENCIAS BASICAS - CALCULO 1 - 1º,26.0,1,442201
60390a51831bb06a2d8e160c45d4f147a4f237ed51763128eef7ca2390c1d09b,ASISTENTE DE ENFERMERIA,ASISTENTE DE ENFERMERIA,38.0,14,4550500
603baa8152ca1fa963adc489a50462cb7d22b1f0d5be69f82b7a8b6ba33f1829,PROFESIONAL DE LA SALUD,INSTRUMENTADOR/A QUIRURGICO/A,42.0,16,10270000
603c6b58994b82ef4482df861fe3d7642bf6991ceaf92e5e51f384b6f389261e,TECNICO II,,40.0,2026,5040385
603f5eec50c476717c06198dbaece5b23b0d2524851c9f72c0e6769f58ef7a4a,DOCENTE ENCARGADO DE CATEDRA,DOCENTE ENCARGADO DE CATEDRA,56.0,10,1255979
603f70f9c3f82b86013ecf7b783b97b46dfa703c9862a51c5c0cd9836297cbd0,PROFESOR ASISTENTE,,49.0,2026,13303110
60407d9f3799dc62b95841be339ba4a28d0074f3033fdac7206b385e8f6aaff6,AUX. DE LA ENSEÑANZA IV,AUXILIAR DE ENSEÑANZA - ELECTROMECANICA AYOLAS  - MAQUINAS HIDRAULICAS  - 7º,26.0,1,442201
604cb71043ff235e22df7e2d1b6181de11c75c0261bfbae199f8726531b8409f,DOCENTE INVESTIGADOR I,,,1,0
604eb950b5c33fa997dda80ee0cfa5b5efa7424be5aa3bc83e426231f83176db,DOCENTE MÉDICO III,MEDICO RESIDENTE 3,31.0,3,5807958
605a213fb0a9fa485876b5ec503d14e4da7e180de8fa9baff4774bee37bd03f7,DOCENTE ENCARGADO DE CATEDRA,DOCENTE ENCARGADO DE CATEDRA,,2026,0
60658ecd4609c026ab587254550d1ef1bbddf6ffa9b1848489f885f241b5449c,DIRECTOR DE CARRERA,DIRECTOR DE CARRERA,52.0,22,23389595
606616a9288768017e97a76ff212984b8e8b41de49505b241f44ad5fa8f1d15b,AUXILIAR ADMINISTRATIVO I,AUXILIAR ADMINISTRATIVO I,31.0,7,4530967
6068a8c32225cb418ea4e4065aeebb27c636a3d092c681bec168b5b72c38d2cc,COORDINADOR DE GESTION ACADEMICA,COORDINADOR DE GESTION ACADEMICA,54.0,4,18459958
6068e87dbd3cea63a77a437c5db0ae539abc99dd74e0098e491724008e218d68,PERSONAL DE SERVICIOS I,PERSONAL DE SERVICIOS I,69.0,2026,3795240
606cc27000ab98bf3bff02d25ecf5fb7c13e2f0d7191148f680b01a45cc63b19,TECNICO I,TECNICO I,44.0,22,4064796
606fd54634a98e44524cff06d69330fcecd89d13f991cbd19cca1c61fa2ec012,DOCENTE MÉDICO III,MEDICO RESIDENTE 3,30.0,3,5807958
